id,lokasi,text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
90995,Candi Borobudur,Bangga bisa pergi ke salah satu tujuh keajaiban dunia di negeri sendiri,1,-,-,-,-,-
90996,Candi Borobudur,Dh 2x dtg ksini tp gk prnh bs smp keatas krn mo naek aj antrean ky mo msuk kesurga x ya heee.. Jd ckp dpataran aj.. Mn dh kbelet pipis jd buru2 aj gk smp klilingi smua,-,-,-,-1,-,-
90999,Candi Borobudur,Sebagai org Indonesia hrs bangga bhw tempat sejarah ini d tetapkn sebagai salah 1 dr 7 keajaiban dunia. Memperkenalkan kpd anak2 ttg peninggalan budaya ind. Berlibur sambil belajar,1,-,-,-,-,-
91000,Candi Borobudur,Tempat nya enak sejuk udaranya .orang mua rama ramah,1,-,-,1,-,1
91001,Candi Borobudur,Bangga sebagai bangsa indonesia punya salah satu sejarah kebudayaan dunia,1,-,-,-,-,-
91002,Candi Borobudur,"Ga akan pernah nyesel main ke candi borobudur. Tempatnya bersih dan sangat terjaga. Peraturannya juga disiplin, pengunjung ga boleh naik ke stupa. Jadi candi sangat terjaga. Pemandangan dari puncak borobudur juga sangat indah. Bisa lihat barisan bukit dan gunung merapi. Keajaiban dunia yang sangat indah.",1,1,-,1,-,-
91005,Candi Borobudur,Sekret Organisasi pecinta alam Stie Muhammadiyah Mamuju,-,-,-,-,-,-
91006,Candi Borobudur,Wisata budaya nenek moyang kita yg bisa masuk ke jajaran 7 keajaiban dunia. Dibudayakan dan dikestarikan jangan sampai punah..,0,-,-,-,-,-
91007,Candi Borobudur,"Terakhir ke Borobudur waktu SMP kls 2,, kira2 kurang lebih 20th yg lalu.
Yg pasti lebih bagus,akses ke candi jg lebih bagus,nyaman,asri,ada mobil yg bisa mengantar kita keliling..pokoknya bagus deh",1,1,-,1,-,-
91008,Candi Borobudur,Cagar budaya. Salah satu tujuan wisata di magelang.,0,-,-,-,-,-
91009,Candi Borobudur,Tempatnya kerennnn.. banyak spot foto nya,1,1,-,1,-,-
91010,Candi Borobudur,"Tempatnya bagus,bersih, tidak ada sampah pemandangan nya bagus banget",1,-,-,1,-,-
91011,Candi Borobudur,fasilitas lahan parkir dan tiket masuk lebih dipermudah,-,0,-,-,-,-
91012,Candi Borobudur,Sejarah bgt.. Tinggi bgt... Bgus lah,1,-,-,-,-,-
91014,Candi Borobudur,Semoga pengawas lebih ketat lagi dalam menetapkan aturan di sekitar candi karena masih banyak yang melanggar seperti duduk di atas stupa,-,-,-,-,-,0
91015,Candi Borobudur,"Borobudur (bahasa Jawa: ?????????????, translit. Candhi Barabudhur) adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia[1][2], sekaligus salah satu monumen Buddha terbesar di dunia[3].",0,-,-,-,-,-
91016,Candi Borobudur,Kalau kesana jgn lpa Bawa Topi atau Payung ya.. Panass.. ada sih yg nyewakan payung seharga 10rb atau beli Topi mulai dr harga 25K-50K.. Cuman gak sukanya pas balik keluar candi harus di muter2kan lewat kayk pasar oleh2 gitu.. dan mnrt q jauh banget di puter2nya..,-,1,-1,-1,0,-
91017,Candi Borobudur,wajib bagi putra putri indonesia berkunjung ke Borobudur  untuk mengetahui sejarah nenek moyang kita yg begitu hebatnya bisa membangun sebuah candi yg megah dan ukiran yg rapi dan hampir sama .padahal peralatan belum secanggih seperti sekarang .,1,-,-,-,-,-
91018,Candi Borobudur,"Tidak bisa di ungkapkan dengan kata-kata... 
Saya hanya diam dalam kekaguman dan rasa takjub saat pertama saya menginjakkan kaki di "" Candi Borobudur ""

Luar biasa.",1,-,-,-,-,-
91020,Candi Borobudur,Borobudur tempat wisata yang wajib di kunjungi pada saat anda ke Yogyakarta dan magelang. Dekat borobudur ada pabrik madu dan kopi luwak. Produksi rumahan tapi kualitas internasional. Di Borobudur ada bbrp hewan yang bisa dikasih makan oleh pengunjung. Banyak jual souvenir dan jajanan. Harganya pun relatif murah. Bisa berkeliling dengan mobil kecil untuk orang yang sudah tua.,0,1,-,1,1,-
91024,Candi Borobudur,"Taman yang luas dan adem
Tersedia pilihan moda transportasi bagi yang tdk ingin jalan jauh dari perkiran hingga ke pelataran candi

Banyak toko oleh oleh dan jajanan

Candinya sendiri spektakuler 
Bangga menjadi warga Indonesia yg punya Candi Borobudur",1,1,1,1,-,-
91025,Candi Borobudur,"Jika ingin kesini sarannya pagi atau sore karena siang lumayan terik saat pertama masuk banyak pedagang yg menyambut menawarkan topi kacamata dll sewa payung, sedia minum karena jalannya lumayan jauh dan didalam tidak ada yg berjualan. Pemandangan indah, mengagumi peninggalan sejarah yang luar biasa, karena tempat ini juga merupakan tempat ibadah agama Budha tolong menjaga tata krama,menghormati dan menjaga tempat tersebut tidak buang sampah sembarangan. 
Keluar dari komplek candi kita harus melewati toko toko cendera mata, saya sempat beli ternyata harganya murah murah.",1,-,-1,1,1,-
91026,Candi Borobudur,Usahakan dtg kelokasi pagi hari untuk menghindari tetik matahari,-,-,-,0,-,-
91027,Candi Borobudur,Parkir penuh sesak kurang penfaturan oarkir .n pinru keluar oarkir cuman satu harap d tambah,-,-1,-,-1,-,-
91028,Candi Borobudur,"Cagar budaya yg perlu kita ketahui sebagai sarana edukasi tentang sejarah utk anak anak dan org yg blom tahu..
Bangga memiliki candi borobudur",1,-,-,-,-,-
91029,Candi Borobudur,"Tempat Wisata Bersejarah dan Menakjubkan, Fasilitas yang Lengkap,",1,1,-,-,-,-
91030,Candi Borobudur,Kagum sekali sm org zaman dulu udh bisa buat candi semegah ini,1,-,-,-,-,-
91032,Candi Borobudur,"Very beautiful,.. 
Destinasi skala internasional,  dengan tarif masuk 50/org dewasa,  30/org anak2 (untuk wisatawan domestik) 
Untuk wisatawan manca negara lebih 

mahal.. Cuman kirang berapa pastinya. 
Tempatnya  sangat luas,  panas banget.. Rekomended kesananya sore atau oagi hari.. Kalok siank panasnya mnt ampun. 
Tapi tenang,.. Disana di sewain/jual payung kok yg pastinya bayar lagi.. Hehee

Gax bileh bawa makanan masuk,  disita,  cuman boleh bawa minuman.. 
Usahakan bawa minuman  lebih dari luar.. Buat jaga2 biar gx dehidrasi saat menaiki candi Borobudur sampai  puncak.

Bnyak bule... Bisa  fotbar bule gratis.... Hhh",1,1,-,0,0,-
91033,Candi Borobudur,"Destinasi wisata yg termasuk 7 keajaiban dunia
Sangat megah dan walaupun sudah dibangun ratusan tahun yang lalu.
Pastikan anda ke Borobudur",1,-,-,-,-,-
91034,Candi Borobudur,"Pemandangannya indah . But, panas nya ga nahan.. sewa payung aja mendingan..",1,-,-,-1,-,-
91035,Candi Borobudur,inilah salah satu maha karya jaman eyang buyut kita,1,-,-,-,-,-
91036,Candi Borobudur,Makin tertata skrg di halaman candinya. Lebih bagus dan adem,1,1,-,1,-,-
91037,Candi Borobudur,"Pas berkunjung setelah lebaran,rame banget,panas juga, masuknya mahal,3 orang masuk sampe 300an,minum juga mahal mungkin krna udh bnyk wisatawan dari luar, tempat makan banyak, mungkin kalo berkunjung sore ngga panas, pemandangan pasti bagus",1,-,-,-1,-1,-
91038,Candi Borobudur,"Kesini saat hujan menjelang shalat Jum'at, Shalat di masjidnya berdesakan tidak kebagian tempat. Karena masjidnya kecil.
Sementara saat selesai shalat Jum'at, masjid malah penuh dipakai untuk para tukang pijit cari uang. Jadi yg mau shalat juga ga nyaman. Tukang ngamen disini sukanya maksa,kalo ga dikasih uang ga mau pergi. Apakah tidak ada penertiban dari pengelola?
Selain itu, candi nya amazing.",1,-1,-,-1,-,-1
91039,Candi Borobudur,"Pintu keluar semakin jauh dan lahan parkir motor tidak disediakan hanya untuk roda 4 keatas, terpaksa parkir di luar area gak tau itu resmi atau bukan walaupun ada karcis parkir sebesar 5rb",-,-1,-1,-1,0,-
91040,Candi Borobudur,Tempat bersejarah yg sangat dijaga kelestariannya. Disarankan bawa topi atau sewa payung di siang hari. Karena sangat panas,1,-,-,-1,-,-
91041,Candi Borobudur,Udah 2 kali kesini keren bgt keajaiban di dunia yg ke 7 bangga bgt sih tapi capek naik tangganya plus rame bgt,1,-,-1,-,-,-
91042,Candi Borobudur,Warisan Dunia yg sangat amat megah dan menjadikan kebanggaan Indonesia. Cocok untuk rekereasi edukasi dan mengenalkan Budaya kepada anak2 cucu kita,1,-,-,1,-,-
91043,Candi Borobudur,"Artistik, sayang tempat seluas itu ngga ada tempat parkir motor untuk pengunjungnya, sehingga parkir harus diluar kawasan taman wisata candi",1,-1,-,-,-,-
91044,Candi Borobudur,Rame... suka sekali menaiki tangga candi sampai ke atas...,1,-,-,1,-,-
91046,Candi Borobudur,"Biaya masuk 50K,naik kereta tayo utk keliling 15K..",-,1,-,-,0,-
91047,Candi Borobudur,Sebuah mahakarya dari peninggalan zaman dahulu yang sekarang diakui menjadi 7 keajaiban dunia.Datang ketempat seperti ini sebuah anugrah bisa melihat langsung keindahan dan kepandaian dalam segi arsitektur bangunan yang bisa berdiri kokok walau tanpa semen. Jika datang kesini merupakan pilihan yang tepat dan dijamin penyesalan niscaya hampir tidak ada.,1,-,-,1,-,-
91050,Candi Borobudur,Tempat rekreasi bersejarah turun temurun yg harus terus di budidayakan serta ttap harus di lestarikan.,0,-,-,-,-,-
91051,Candi Borobudur,"Panas bgtttt.. biasa aja.. mehong bgttt 50 rb masuk dgn perjalanan yg jauh, kurang ada fasilitas utk kendaraan.. ada cuman beberapa tidak sebanding sm wisatawan yg masuk.. semua pakai uang.. padahal candi byk yg rusak.. truz pas mau pulang udh cape.. di bawa puterin keliling toko2..",-1,-1,-1,-1,-1,-
91052,Candi Borobudur,"Perlu bekal minum, jalannya lumayan jauh. Kalo ga mau jalan, bisa naik kereta mini atau tayo. Lebih baik kesini waktu pagi hari atau sore hari, biar ga kepanasan. Tidak boleh bawa makanan ke dalam kompleks candi.",-,0,-1,0,-,-
91053,Candi Borobudur,"Keren banget view nya, Cocok buat arkeolog yang mau riset tentang sejarah Kerajaan",1,-,-,-,-,-
91055,Candi Borobudur,"Suuuuukkkkkaaaaaa, karena kita paginya baru sampai yogja. Dan tujuan wisata kita langsung ke borobudur, bikin kita lelah. Akhirnya sebelum kita naik ke candinya kita sewa tikar dulu 20 apa 30rb gt buat sewa tikar. Kita tidur2an dulu krn ada salah satu temen di pijit tarifnya murah 50rb per 1 jam klo ga salah. Kenikmatan yg hakiki tiduran depan Candi borobudur di bawah pohon dan angin sepoy2.... Maknyuuussss",1,1,-,1,0,-
91057,Candi Borobudur,Luar biasa ..... masyarakat nusantara mampu membuat bangunan sebesar ini pada masa lalu,1,-,-,-,-,-
91058,Candi Borobudur,"Tempat wisata yang sangat menyenangkan, meski selalu ramai, tapi kita tetap bisa menikmati keindahannya, sejarahnya,dll. Cocok untuk liburan bersama keluarga. Pastikan bawa air untuk minum yg cukup karena cuacanya kadang sangat panas.",1,-,-,0,-,-
91059,Candi Borobudur,Salah satu keajaiban dunia tempat yang luar biasa .. overall bintang yang berbicara,1,-,-,-,-,-
91063,Candi Borobudur,Salah satu dari keajaiban dunia yg dipunyai oleh Indonesia.. Bangga jadi orang Indonesia,1,-,-,-,-,-
91064,Candi Borobudur,"tempat wisata budaya... yg tetap harus kita jaga dan kita banggakan..
paling enak  dr pintu masuk  naik kereta mini atau kereta taman sampai depan Candi..hemat tenaga sebelum melangkahkan kaki menaiki Candi ... 
Saat perjalanan keluar kita pilih jalan kaki saja.... jangan lupa mampir ke wahana samudera raksa..disini kita akan dapat melihat animasi sejarah berdirinya Candi Borobudur ..",1,1,0,1,-,-
91065,Candi Borobudur,Tempat historikal yang sangat indah. Sayang pelayanan di dalam lokasi kurang ramah. Toilet Antri panjang.,1,-1,-,-,-,-1
91067,Candi Borobudur,salah satu obyek wisata di kota magelang yg menyimpan sejarah kerajaan jaman dahulu,0,-,-,-,-,-
91068,Candi Borobudur,Candi bagus sekali kalau naik sampai paling atas wouu pemandangan sekelilingnya cantik kalau  kita lihat ke bawah ....,1,-,-,1,-,-
91069,Candi Borobudur,Mksh buat pedagang ny amat ramah sehingga kami sebagai konsumen tertarik buat berbelanja nya,1,-,-,1,-,1
91070,Candi Borobudur,"Senangnya dapat mengunjungi Candi Borobudur bersama teman-teman. Tempatnya sudah tertata dengan baik. Jauh sekali kemajuannya dibandingkan beberapa tahun yang lalu saya mampir bersama keluarga. Kali ini sudah lebih nyaman.

Pas datang kami disambut dengan teriknya matahari. Sampe nyewa payung segala @Rp.10.000. Tiket masuk candi @Rp.50.000.  Namun Alhamdulillah begitu sampai di atas udaranya mendung jadi adem ga kepanasan. Dan semuanya senang.

Disediakan beberapa transportasi untuk mencapai pintu masuk candi : ada Mobil Toyo (ini yang kami gunakan, per orangnya @Rp.15.000), ada Kereta Mini, ada Delman dan ada Mobil Antik. Tapi klo mau jalan kaki juga bisa, deket kok.

Klo mau beli oleh2 juga tersedia pasar oleh2nya yang sudah tertata rapi di sepanjang jalan menuju keluar. Tempat makan pun ada. Musholla ada. Toilet ada. Oke deh.",1,1,-,1,0,-
91071,Candi Borobudur,"Wisata wajib kalo jalan2 ke jawa tengah, tiket masuk 50 rb, musti kuat naik tangga, jalan kaki. Tapi bagi yang punya modal lebih, bisa sewa mobil ke pintu keluar",0,0,0,-,0,-
91072,Candi Borobudur,"Trek nya kejauhan baik dtg maupun pulang, sakit lutut dibuatnya",-,-,-1,-1,-,-
91075,Candi Borobudur,"Candi Borobudur diperkirakan  dibangun pada abad ke 8-9 oleh Dinasti Syailendra yang dipimpin oleh Raja Samaratungga. 
Pembangunannya dipimpin oleh seorang arsitek bernama Gunadharma.

Pada masa itu belum ada teknologi seperti saat ini, Gunadharma menggambar Candi Borobudur yang luasnya mencapai ratusan meter persegi itu. 

Dari pembangunan tersebut, Borobudur dapat diselesaikan dalam waktu 50-70 tahun. Konon Gunadharma sendiri tidak melihat hasil akhirnya.

Nama Borobudur sendiri berarti '‘Vihara Buddha Uhr’' yang berasal dari bahasa Sansekerta  dan berarti ""Biara Buddha"".

Pada masa itu agama Budha menjadi mayoritas agama di tanah Jawa dan Candi Borobudur tak lepas dari kegiatan keagamaan. 

Candi Borobudur menjadi pusat keguatan keagamaan terbesar di tanah air ataupun dari berbagai kerajaan di sekitar nusantara",0,-,-,-,-,-
91078,Candi Borobudur,tempat yang begitu indah dan salah satu wisata terbaik di indonesia,1,-,-,-,-,-
91079,Candi Borobudur,"dulu saya tau nya candi borobudu cuma di buku sejarah aja,, sekarang alhamdulillah udah sampai kesitu",0,-,-,-,-,-
91081,Candi Borobudur,With love Jaya dengan jalan melepas keinginan segalla Keinginan dan keterikatan dengan cara seperti ini hanyalah sebuah kebohongan publik dan keterikatan benda benda material without love Jaya dengan jalan melepas keinginan segalla Keinginan dan keterikatan benda benda material without love you like crazy little thing about the request and download from 4shared,-,-,-,-,-,-
91083,Candi Borobudur,Pemandangan yang indah dan memanjakan mata banget. Salah satu peninggalan sejarah yang banyak di kunjungi wisatawan asing,1,-,-,1,-,-
91085,Candi Borobudur,"Hohoho,udah 2 kali kesini,dan dua-duanya juga paling the best.Tempat budaya yang masih lestari,menurut saya.Have a nice day,semuanya..",1,-,-,1,-,-
91086,Candi Borobudur,"Situs Sejarah yg sangat penting bagi bangsa ini, harus di jaga dan dilestarikan.",1,-,-,-,-,-
91089,Candi Borobudur,"Tempat yang bagus, semua orang tau..",1,-,-,-,-,-
91090,Candi Borobudur,"Ke Borobudur itu seperti menapaki sejarah secara langsung dimana bangunannya merupakan peninggalan sejarah yg diakui dunia termasuk.dalam 7 Keajaiban dunia.. bangunan dibangun tanpa ada campuran semen dan pasir.. 
Luar biasa ya.. di zaman dulu rakyat Indonesia bisa membangun bangunan yg luar biasa megah.. dengan hanya tumpukan bebatuan saja.. selalu bikin ingin lihat lagi dan lagi..",1,-,-,-,-,-
91091,Candi Borobudur,Indonesia memang luar biasa...dilihat dari peninggalan jaman dulu seharusnya orang indonesia pintar...pintar...gk bisa byangin dijaman dulu bisa tercipta sebuah bangunan candi yg indah dengan relif ukiran yang tidak masuk akal pdhal dijaman dulu minim alat canggih...,1,-,-,-,-,-
91092,Candi Borobudur,Gak jadi masuk...... Terlalu ramai... Parkiran dapat 1)? Dari pintu masuk,-1,-1,-1,-1,-,-
91094,Candi Borobudur,"Cocok buat liburan keluarga, lingkungan bersih nyaman dan kalau hujan sejuk bgt",1,-,-,1,-,-
91095,Candi Borobudur,Wisata yg penuh history... Pas naek antusias turunnya lumayan. Keluar dr borobudur pusing muter2 pasar,0,-,-1,-,-,-
91098,Candi Borobudur,juga tidak suka karna biaya masuk terlalu tinggi fasilitas pun hanya wc seharusnya di buatkan lift naik turun ke Candi supaya  terkesan lebih hemat energy orang yg sudah bayar mahal untuk masuk,-,-1,-,-1,-1,-
91100,Candi Borobudur,"salah 1 keajaiban dunia, yg belum pernah wajib lihat,, siapkan kaki karna mengelilingi borobudur besar serta tangga yg banyak membuat kaki cpt capek",0,-,0,1,-,-
91101,Candi Borobudur,"Tempat sejarah paling menakjubkan,,kaya pencakar langit.",1,-,-,-,-,-
91102,Candi Borobudur,Wisata budaya yang mendunia karena kemegahan arsitektur terbaik pada jamannya hingga kini.,1,-,-,-,-,-
91103,Candi Borobudur,"g brasa udah 4bln yg lalu,...",-,-,-,-,-,-
91104,Candi Borobudur,"Aduh..borobudur memang patut dikunjungi, tempat yg sangat luar biasa, candi yg sangat megah, salah satu candi warisan budaya dunia. Anda akan terkesima melihat candi ini dengan  arsitektur yg memukau jika anda pertama kali mengunjungi gempat ini. Spot yg sangat bagus untuk berfoto- foto dengan view candi yg mempesona indahnya. View sekitar juga sangat indah jika sudah mencapai di puncaknya. Capek perjalanan dari jogja ke candi borobudur naik motor terbayarkan jika sudah memasuki dan sampai di candi borobudur. Huh..saya benar-benar terkesima dengan candi yang megah ini. Yang ada di benak saya, bagaimana,berapa lama, dan serta berapa tenaga yang dibutukan untuk membangun tempat ini. Saya hanya yerkesima sesudah menginjakkan kaki di candi borobudur. Terimakasih saya masih bisa melihat keajaiaban ini.",1,-,-,1,-,-
91106,Candi Borobudur,"Panas, tp byk yg nyewain payung. G boleh bawa makanan. Ada tour guide kalo mau pesen. 2019 kesana harga 50 per orang. Ada tempat utk terapi ikan, di deket museum ttg pembangunan borobudur",-,1,-,0,0,-
91107,Candi Borobudur,"Tempat yg sangat bersejarah, pernah menjadi 7 keajaiban dunia",1,-,-,-,-,-
91108,Candi Borobudur,Salah satu wisata di yogyakarta yang banyak di kunjungi oleh umum. Candi Borobudur salah satu warisan budaya Indonesia sekaligus sebagai bagian dari Tujuh Keajaiban Dunia,0,-,-,-,-,-
91112,Candi Borobudur,"Bagus bgt candi terbesar di indonesia,,, pokoknya rugi kl sampai gak tahu candi borobudur",1,-,-,-,-,-
91114,Candi Borobudur,Tempat wisata bersejarah yang sangat menarik untuk memgenalkan anak-anak soal sejarah yang ada di indonesia. Juga tempat yang bagus juga untuk wisata keluarga.,1,-,-,1,-,-
91115,Candi Borobudur,"Nama Candi Borobudur mungkin sudah tidak asing lagi ditelinga kita, Iya, candi Buddha terbesar di abad ke-9 ini memang sangat terkenal di Indonesia. Kemegahan candi ini membuat setiap orang ingin berkunjung ke salah satu candi yang masuk ke dalam tujuh keajaiban dunia ini.

Candi Borobudur dibangun oleh Raja Samaratungga, salah satu raja kerajaan Mataram Kuno. Candi ini memiliki 1460 relief dan 504 stupa dengan bentuk bangunan punden berundak-undak yang terdiri dari 10 tingkat.

Konon, setiap tingkatan pada bangunan candi ini melambangkan tahapan kehidupan manusia. Sesuai mahzab Buddha Mahayana, setiap orang yang ingin mencapai tingkat sebagai Buddha mesti melalui setiap tingkatan kehidupan tersebut.",0,-,-,-,-,-
91116,Candi Borobudur,"Semoga tempat-tempat wisata di indoneia semuanya seperti di sini,mulai dari keamanan,kebersihan,keramahan,budaya dan adat yg terjaga kerenn lah pokoknya...",1,-,-,1,-,-
91118,Candi Borobudur,Salah satu objek sejarah yg berada di bawah pengawasan UNESCO,0,-,-,-,-,-
91119,Candi Borobudur,"Warung Ponorogo SS menyediakan nasi penyetan dan pecel.Tingkat kepedasannya ada tidak pedas,sedang dan pedas.Pecinta pedas harus coba karena sambalnya mantap. Lauknya macam-macam ada ayam,ikan pe,usus,telur puyuh dan lain-lain.Untuk makan disini,pembeli memilih lauk sendiri lalu bayar di kasir baru makan.Untuk minumannya ada teh dan jeruk.Warung ini baru buka sore sampai dini hari",-,-,-,-,-,-
91120,Candi Borobudur,"warisan budaya. candi terbesar. gak berubah sama sekali. terakhir kesini pas SMP study tour. luar biasa indahnya. cukup naik 1 tingkat aja. selain tangganya tinggi2 jadi cepet cape, kemaren kesana pas liburan jadi macet mau naik ke atas. htm 50k/person dewasa. ke pintu masuk naik kereta aja 10k/orang pulangnya juga naik kereta lg 10k lg",1,-,-,-,0,-
91121,Candi Borobudur,"Alhamdulillah kami jauh jauh dari cigalontang tasikmalaya merasa senang sekali bisa berkunjung karya wisata jogja.. 
Semoga dengan ini NKRI senantias aman tetap bersatu antar suku tetap menjungjung toleransi Budaya.. 
Amiin

Salam Kami MA Galunggung",0,-,-,1,-,-
91124,Candi Borobudur,Indah dan Asri...banyak wisatawan Asing jg lokal mnikmati mmpelajari kbudayaan nnek moyang....,1,-,-,1,-,-
91125,Candi Borobudur,"Sebuah keajaiban dunia yg nyata, tak bisa berkata2 setelah melihat nya secara langsung, tempat yang sangat luar biasa",1,-,-,-,-,-
91126,Candi Borobudur,Salah satu situs sejarah yang di akui dunia yg berada di indonesia,0,-,-,-,-,-
91127,Candi Borobudur,"Borobudur merupakan salah satu warisan budaya dunia yang sudah ditetapkan oleh UNESCO.

Dengan berkunjung ke Candi Borobudur ini maka kita selain berlibur sekaligus juga belajar sejarah dan mengagumi hebatnya budaya serta kemampuan leluhur kita dulu.

Kemegahan candi ini memang tiada duanya. Jika melihat langsung, akan terasa sekali besarnya bangunan dan keseluruhan area. Berada di ketinggian, keindahan arsitektur dan alam sekitar candi terasa banget.

Dua hal mencolok yang langsung terlihat saat wisata ke candi borobudur; banyaknya relief (ukiran dinding) dan Stupa. Selain indahnya kombinasi kedua hal ini, ternyata makna yang tergandung juga dalam banget.

Struktur bangunan Borobudur dibangun dengan menggunakan gaya mandala.

Inilah salah satu peninggalan nenek moyang kita yang sangat bersejarah. Oleh karena itu kita harus melestarikan dan menjaga keindahan terhadap Candi Borobudur. Hendaknya bila berkunjung ke tempat ini kita jangan membuang sampah sembarang disekitar lokasi Candi ini....",0,-,-,1,-,-
91128,Candi Borobudur,"Bangga jadi orang indonesia ...
Tingkat intergensinya sudah tinggi di abad itu .terbukti orang indonesia bisa buat borobudur ...",1,-,-,-,-,-
91130,Candi Borobudur,"Tempat berlibur yang patut dituju.. megah bgt.. tiketnya 50rb/org, tempat oleh²nya jg lebih murah dibanding yg satunya.. hehe",1,-,-,1,0,-
91131,Candi Borobudur,Jangan lupa bawa air mineral karna bener2 panas dan melelahkan buat naik ke atas,-,-,-,-1,-,-
91132,Candi Borobudur,Salah satu peninggalan sejarah yang harus dijaga agar kelak anak cucu kita tetap bisa menikmati indah dan gagahnya candi borobudur yang berdiri kokoh sejak puluhan tahun silam,1,-,-,-,-,-
91134,Candi Borobudur,Tempatnya bersih banget.. Harap kebersihannya di jaga serapi ini jg,1,-,-,1,-,-
91135,Candi Borobudur,"Tempat sejarah, bahkan pernah masuk ke salah satu 7keajaiban dunia",0,-,-,-,-,-
91136,Candi Borobudur,"World heritage. Kesini disaranin ambil ilmunya, bkn cm ambil fotonya",0,-,-,-,-,-
91137,Candi Borobudur,"Warisan dunia yang ada dikota magelang jawa tengah, slah satu destinasi wisata Yang wajib dikunjungi jika ke Jawa Tengah",0,-,-,-,-,-
91138,Candi Borobudur,Selalu jadi destinasi wajib bersama anak-anak dari SDN Brebes 08,0,-,-,-,-,-
91139,Candi Borobudur,"Yg harus dibenahi di Borobudur
1. Banyaknya pedagang asongan menawarkan dagangan yg sedikit memaksa yg membuat tdk nyaman
2. Akses keluar dari Candi kita dipaksa berjalan melintasi dagangan sehingga membuat jarak sangat jauh.
3. Parkir mobil di dalam masih ada petugas (sepertinya tdk resmi)  yg minta uang parkir
4. Di musallah selesai salat sepatu kita langsung di semir padahal kita tdk minta sehingga dgn terpaksa harus bayar memvuat tdk nyaman.",-,-1,-1,-1,-,-1
91140,Candi Borobudur,"Minus nya : toilet jauhh bget tempatnya.pintu keluar muter nya jauuuuhhh bget,sekitar 1,5km k pintu awal parkir.kasian yg gendong"" bayi dan balita serta lansia....tolong kebijkan pengelola nya d perbaiki lagi agar tidak memberatkan pengunjung/wisatawan.

Plus nya ; tempat nya bagus.view nya selain candi juga indah.tempat nya terawat dan bersih.",1,-1,-1,1,-,-
91141,Candi Borobudur,"Tempat rekreasi keluarga dan edukasi,tapi sayang dari tempat parkirnya lumayan jauh",0,-,-1,-,-,-
91142,Candi Borobudur,"Takjub, orang di masa itu bisa membuat bangunan semegah itu",1,-,-,-,-,-
91143,Candi Borobudur,"the best temple in indonesian.. hawa nya itu beda. apalagi sekalian masuk ke museum nya. lebih tau lagi apa arti stupa stupa yg terpasang rapi itu. siapin stamina yg banyak. karna banyak kegiatan menarik selain wisata candi, ada juga binatang kaya gajah kuda dll. yg bisa kita liat di seputaran area candi borobudur.",1,1,-,1,-,-
91145,Candi Borobudur,Tempat wisata religi yang memiliki banyak cerita dan sejarah sangat mempesona.,1,-,-,-,-,-
91146,Candi Borobudur,"Salah satu cagar budaya yang terdapat di indonesia yang masuk dalam tujuh keajaiban dunia, tempat ini lumayan panas jadi perlu menggunakan topi/payung, lokasi pintu masuk dengan candi cukup jauh sehingga cukup jauh berjalan kaki, tapi semua itu terbayarkan dengan keindahan dan kecantikan candi yang luar biasa.",0,-,-1,1,-,-
91147,Candi Borobudur,Peninggalan sejarah yg elok trknl smpai mnca negara,1,-,-,-,-,-
91148,Candi Borobudur,Dinasti Sailendra membangun peninggalan Budha terbesar di dunia antara 780-840 Masehi. Dinasti Sailendra merupakan dinasti yang berkuasa pada masa itu. Peninggalan ini dibangun sebagai tempat pemujaan Budha dan tempat ziarah. Tempat ini berisi petunjuk agar manusia menjauhkan diri dari nafsu dunia dan menuju pencerahan dan kebijaksanaan menurut Buddha. Peninggalan ini ditemukan oleh Pasukan Inggris pada tahun 1814 dibawah pimpinan Sir Thomas Stanford Raffles. Area candi berhasil dibersihkan seluruhnya pada tahun 1835.,0,-,-,-,-,-
91149,Candi Borobudur,"fasilitas terawat dan bersih. tempat parkir luas. Yg bikin kesel, pintu keluarnya dibuat berputar2 melewati banyak pedagang... idenya sebenarnya bagus utk memberdayakan UKM sekitar, namun kasihan buat orang yg sudah capek/orang tua/penyandang disabilitas",1,-,-1,1,-,-
91150,Candi Borobudur,Pengalaman yg ga bisa diungkapkan setelah perjalanan dr Bekasi sampai tujuan u berlibur dengan keluarga melihat peninggalan bersejarah yg perlu dilestarikan dan dijaga secara bersama2 baik oleh pengelola maupun pengunjung yg datang agar selalu dapat dinikmati oleh regenerasi2 muda penerus bangsa...selepas itu bisa berkeliling baik delman keliling kampung seputaran candi borobudur,1,-,-,-,-,-
91151,Candi Borobudur,makin kesini candi borobudur semakin cantik..sdh lama g kesana semenjak TK,1,-,-,-,-,-
91153,Candi Borobudur,Harus hati hati beli wingko babat disana ternyata ada yg nipu di tester enak pas beli malam nya langsung basi,-,-,-,-1,-,-1
